Date,FB,DB,AAPL,MSFT,AMZN,KO
2015-03-30,83.19999694824219,32.7805290222168,28.942626953125,36.74161911010742,374.5899963378906,33.81806564331055
2015-03-31,82.22000122070312,32.5555534362793,28.49830436706543,36.472503662109375,372.1000061035156,33.8514518737793
2015-04-01,81.66999816894531,33.089866638183594,28.457080841064453,36.52633285522461,370.260009765625,33.95998764038086
2015-04-02,81.55999755859375,33.46482467651367,28.7021427154541,36.140625,372.25,33.95998764038086
2015-04-06,82.44000244140625,33.80228042602539,29.167072296142578,37.270851135253906,377.0400085449219,34.36903762817383
2015-04-07,82.31999969482422,33.58668518066406,28.860177993774414,37.25289535522461,374.4100036621094,34.23545837402344
2015-04-08,82.27999877929688,33.3710823059082,28.766271591186523,37.154232025146484,381.20001220703125,34.13528823852539
2015-04-09,82.16999816894531,33.10861587524414,28.986141204833984,37.208065032958984,383.5400085449219,34.268856048583984
2015-04-10,82.04000091552734,32.95863342285156,29.10981559753418,37.42333984375,382.6499938964844,34.12693405151367
2015-04-13,83.01000213623047,32.78990173339844,29.052560806274414,37.45922088623047,382.3599853515625,33.9766731262207
2015-04-14,83.5199966430664,32.83677291870117,28.926591873168945,37.360557556152344,385.1099853515625,33.81806564331055
2015-04-15,82.70999908447266,32.996131896972656,29.036527633666992,37.90773391723633,383.45001220703125,33.726234436035156
2015-04-16,82.30999755859375,32.10560989379883,28.896820068359375,37.818031311035156,386.0400085449219,33.89319610595703
2015-04-17,80.77999877929688,31.215084075927734,28.57159423828125,37.333641052246094,375.55999755859375,33.64275360107422
2015-04-20,83.08999633789062,31.308826446533203,29.224332809448242,38.49078369140625,389.510009765625,33.94328308105469
2015-04-21,83.62000274658203,31.25258445739746,29.066303253173828,38.248600006103516,391.17999267578125,34.04344940185547
2015-04-22,84.62999725341797,31.824390411376953,29.45794677734375,38.56254577636719,389.79998779296875,34.48590087890625
2015-04-23,82.41000366210938,32.01186752319336,29.69843292236328,38.876502990722656,389.989990234375,34.18538284301758
2015-04-24,81.52999877929688,32.11498260498047,29.838138580322266,42.939964294433594,445.1000061035156,34.13528823852539
2015-04-27,81.91000366210938,30.568288803100586,30.38093376159668,43.08348846435547,438.55999755859375,34.085208892822266
2015-04-28,80.68000030517578,30.033977508544922,29.90226173400879,44.09711837768555,429.30999755859375,34.03511047363281
2015-04-29,80.47000122070312,29.743385314941406,29.462526321411133,44.00741195678711,429.3699951171875,33.801368713378906
2015-04-30,78.7699966430664,30.09021759033203,28.663209915161133,43.63066864013672,421.7799987792969,33.85980224609375
2015-05-01,78.98999786376953,30.268321990966797,29.533523559570312,43.64860916137695,422.8699951171875,34.15198516845703
2015-05-04,78.80999755859375,30.080846786499023,29.47626495361328,43.2718620300293,423.0400085449219,34.1937255859375
2015-05-05,77.55999755859375,29.537160873413086,28.81207847595215,42.69777297973633,421.19000244140625,34.01842498779297
2015-05-06,78.0999984741211,30.24020004272461,28.631145477294922,41.51371765136719,419.1000061035156,33.94328308105469
2015-05-07,78.43000030517578,30.043350219726562,28.80823516845703,41.89046859741211,426.8800048828125,33.9766731262207
2015-05-08,78.51000213623047,30.390182495117188,29.351009368896484,42.83232498168945,433.69000244140625,34.21042251586914
2015-05-11,78.01000213623047,30.30582046508789,29.052024841308594,42.491455078125,432.8500061035156,34.177024841308594
2015-05-12,77.45999908447266,30.277694702148438,28.948528289794922,42.47352981567383,431.0199890136719,33.96832275390625
2015-05-13,78.44000244140625,30.624528884887695,28.98072624206543,42.72468566894531,426.8699951171875,34.268856048583984
2015-05-14,81.37000274658203,31.11197280883789,29.656888961791992,43.702430725097656,432.2799987792969,34.64451217651367
2015-05-15,80.41999816894531,31.2619571685791,29.61549186706543,43.32567596435547,426.0,34.661216735839844
2015-05-18,80.87999725341797,30.84950828552246,29.94207000732422,43.065547943115234,425.239990234375,34.49424362182617
2015-05-19,80.62999725341797,30.793258666992188,29.914474487304688,42.957210540771484,421.7099914550781,34.48590087890625
2015-05-20,80.55000305175781,30.915122985839844,29.91217803955078,42.957210540771484,423.8599853515625,34.51929473876953
2015-05-21,80.4800033569336,30.952619552612305,30.218059539794922,42.812747955322266,431.6300048828125,34.41912078857422
2015-05-22,80.54000091552734,30.44582748413086,30.482547760009766,42.34326934814453,427.6300048828125,34.402427673339844
2015-05-26,79.33000183105469,29.4168643951416,29.810977935791016,42.063392639160156,425.4700012207031,34.218772888183594
2015-05-27,80.55000305175781,29.676509857177734,30.367555618286133,42.98429489135742,431.4200134277344,34.32728958129883
2015-05-28,80.1500015258789,29.561111450195312,30.307750701904297,42.83984375,426.57000732421875,34.34398651123047
2015-05-29,79.19000244140625,29.051435470581055,29.962772369384766,42.30716323852539,429.2300109863281,34.1937255859375
2015-06-01,80.29000091552734,28.724477767944336,30.02256965637207,42.641212463378906,430.9200134277344,34.177024841308594
2015-06-02,80.44000244140625,29.878454208374023,29.88917350769043,42.361324310302734,430.989990234375,34.218772888183594
2015-06-03,82.44000244140625,30.31119728088379,29.925975799560547,42.29813003540039,436.5899963378906,34.11859893798828
2015-06-04,82.05000305175781,30.138099670410156,29.751182556152344,41.855743408203125,430.7799987792969,33.88484191894531
2015-06-05,82.13999938964844,29.45532989501953,29.587890625,41.657108306884766,426.95001220703125,33.475791931152344
2015-06-08,80.66999816894531,30.91703987121582,29.39240264892578,41.28695297241211,423.5,33.525875091552734
2015-06-09,80.66999816894531,30.032318115234375,29.305007934570312,41.214717864990234,425.4800109863281,33.55927658081055
2015-06-10,82.16000366210938,30.93626594543457,29.640785217285156,42.081451416015625,430.7699890136719,33.66780090332031
2015-06-11,81.83000183105469,31.07090187072754,29.5740966796875,41.92796325683594,432.9700012207031,33.751956939697266
2015-06-12,81.52999877929688,30.811256408691406,29.24751091003418,41.50363540649414,429.9200134277344,33.63412094116211
2015-06-15,80.70999908447266,30.138099670410156,29.19001579284668,41.06123733520508,423.6700134277344,33.32270812988281
2015-06-16,81.05999755859375,30.013086318969727,29.346405029296875,41.37723922729492,427.260009765625,33.735137939453125
2015-06-17,81.79000091552734,29.984237670898438,29.277408599853516,41.50363540649414,427.80999755859375,33.895057678222656
2015-06-18,82.91000366210938,29.945770263671875,29.410799026489258,42.18075942993164,439.3900146484375,34.21489334106445
2015-06-19,82.51000213623047,29.099519729614258,29.11642074584961,41.62100601196289,434.9200134277344,34.00448989868164
2015-06-22,84.73999786376953,30.23426628112793,29.348705291748047,41.73836898803711,436.2900085449219,34.07181167602539
2015-06-23,87.87999725341797,30.263113021850586,29.21531105041504,41.449466705322266,445.989990234375,33.98763656616211
2015-06-24,88.86000061035156,29.984237670898438,29.46370506286621,41.20569610595703,440.8399963378906,33.82771682739258
2015-06-25,87.9800033569336,30.4554443359375,29.323410034179688,41.214717864990234,440.1000061035156,33.68462371826172
2015-06-26,88.01000213623047,31.013202667236328,29.15091323852539,40.86260986328125,438.1000061035156,33.66779708862305
2015-06-29,85.80000305175781,28.945655822753906,28.640342712402344,40.05907440185547,429.8599853515625,33.16277313232422
2015-06-30,85.7699966430664,29.003355026245117,28.847332000732422,39.86046600341797,434.0899963378906,33.01969528198242
2015-07-01,86.91000366210938,29.955387115478516,29.11642074584961,40.13130569458008,437.3900146484375,33.2469482421875
2015-07-02,87.29000091552734,30.31119728088379,29.079618453979492,40.08616256713867,437.7099914550781,33.2385368347168
2015-07-06,87.55000305175781,29.012971878051758,28.978425979614258,40.07714080810547,436.0400085449219,33.17961120605469
2015-07-07,87.22000122070312,28.993738174438477,28.90713119506836,39.995887756347656,436.7200012207031,33.87821578979492
2015-07-08,85.6500015258789,28.38789939880371,28.189571380615234,39.941715240478516,429.70001220703125,33.549957275390625
2015-07-09,85.87999725341797,29.003355026245117,27.614601135253906,40.19451141357422,434.3900146484375,33.600460052490234
2015-07-10,87.94999694824219,30.686241149902344,28.35285758972168,40.27576446533203,443.510009765625,33.996055603027344
2015-07-13,90.0999984741211,31.195911407470703,28.900230407714844,41.115413665771484,455.57000732421875,34.22331619262695
2015-07-14,89.68000030517578,31.397865295410156,28.88872718811035,41.18762969970703,465.57000732421875,34.6525764465332
2015-07-15,89.76000213623047,31.474794387817383,29.167015075683594,41.31403350830078,461.19000244140625,34.6189079284668
2015-07-16,90.8499984741211,31.936384201049805,29.555696487426758,42.126590728759766,475.4800109863281,34.91349792480469
2015-07-17,94.97000122070312,31.78251838684082,29.810977935791016,42.09048080444336,483.010009765625,34.71991729736328
2015-07-20,97.91000366210938,32.14794921875,30.37445640563965,42.361324310302734,488.1000061035156,34.8293342590332
2015-07-21,98.38999938964844,32.11909866333008,30.070865631103516,42.68635177612305,488.0,34.66941452026367
2015-07-22,97.04000091552734,32.14794921875,28.799036026000977,41.115413665771484,488.2699890136719,34.42531967163086
2015-07-23,95.44000244140625,32.53260803222656,28.785232543945312,41.63003158569336,482.17999267578125,34.374820709228516
2015-07-24,96.94999694824219,31.946001052856445,28.633447647094727,41.47654724121094,529.4199829101562,34.03813552856445
2015-07-27,94.16999816894531,31.4555606842041,28.235563278198242,40.9438591003418,531.4099731445312,34.122314453125
2015-07-28,95.29000091552734,31.96523666381836,28.375858306884766,40.934837341308594,526.030029296875,34.130733489990234
2015-07-29,96.98999786376953,32.21526336669922,28.28615951538086,41.79254150390625,529.0,34.16439437866211
2015-07-30,95.20999908447266,33.417327880859375,28.14357566833496,42.32521438598633,536.760009765625,34.13915252685547
2015-07-31,94.01000213623047,33.676971435546875,27.89748191833496,42.1627082824707,536.1500244140625,34.57682418823242
2015-08-03,94.13999938964844,33.54234313964844,27.23971939086914,42.262020111083984,535.030029296875,34.96400833129883
2015-08-04,94.05999755859375,32.71532440185547,26.36577033996582,42.921085357666016,531.9000244140625,35.22493362426758
2015-08-05,96.44000244140625,32.753787994384766,26.540557861328125,42.957210540771484,537.010009765625,35.45217514038086
2015-08-06,95.12000274658203,32.638389587402344,26.59831428527832,42.09048080444336,529.4600219726562,35.283843994140625
2015-08-07,94.30000305175781,32.474910736083984,26.688413619995117,42.198822021484375,522.6199951171875,35.15760040283203
2015-08-10,94.1500015258789,32.73455810546875,27.658735275268555,42.73149108886719,524.0,35.08184051513672
2015-08-11,93.62000274658203,32.2344970703125,26.219430923461914,41.90088653564453,527.4600219726562,34.91349792480469
2015-08-12,94.19000244140625,31.619043350219727,26.62372398376465,42.198822021484375,525.9099731445312,34.72832489013672
2015-08-13,93.43000030517578,31.484411239624023,26.602935791015625,42.18980407714844,529.6599731445312,34.593666076660156
2015-08-14,94.41999816894531,31.167064666748047,26.79006576538086,42.433563232421875,531.52001953125,34.71991729736328
2015-08-17,93.93000030517578,30.907419204711914,27.067302703857422,42.72246551513672,535.219970703125,34.8040885925293
2015-08-18,95.16999816894531,30.570842742919922,26.914825439453125,42.95875549316406,535.02001953125,34.76199722290039
2015-08-19,95.30999755859375,30.27273178100586,26.570594787597656,42.35894775390625,532.9199829101562,34.324310302734375
2015-08-20,90.55999755859375,29.28223419189453,26.02536392211914,41.49559783935547,515.780029296875,34.130733489990234
2015-08-21,86.05999755859375,28.57061004638672,24.433574676513672,39.14181900024414,494.4700012207031,33.272193908691406
2015-08-24,82.08999633789062,27.320466995239258,23.82366180419922,37.87858200073242,463.3699951171875,32.30425262451172
2015-08-25,83.0,27.897457122802734,23.966901779174805,36.77894592285156,466.3699951171875,31.975994110107422
2015-08-26,87.19000244140625,28.65715980529785,25.34151840209961,38.81465148925781,500.7699890136719,32.59883499145508
2015-08-27,89.7300033569336,28.907188415527344,26.087745666503906,39.89611053466797,518.3699951171875,33.05335235595703
2015-08-28,91.01000213623047,28.532146453857422,26.1732177734375,39.92338562011719,518.010009765625,33.204864501953125
2015-08-31,89.43000030517578,28.36866569519043,26.050777435302734,39.55076599121094,512.8900146484375,33.095436096191406
2015-09-01,87.2300033569336,27.56087875366211,24.88639259338379,38.005821228027344,496.5400085449219,32.615684509277344
2015-09-02,89.88999938964844,27.887840270996094,25.953744888305664,39.405364990234375,510.54998779296875,32.7419319152832
